Date,Open,High,Low,Close,Adj Close,Volume
2008-08-06,85.239998,86.930000,85.110001,86.449997,62.470825,1008100
2008-08-07,84.389999,86.769997,83.870003,85.900002,62.073395,953300
2008-08-08,86.830002,90.800003,86.489998,90.339996,65.281830,1133600
2008-08-11,90.459999,93.199997,90.459999,92.339996,66.727081,1121900
2008-08-12,90.660004,92.169998,90.660004,91.610001,66.199585,847300
2008-08-13,91.449997,91.559998,89.970001,90.540001,65.426376,756400
2008-08-14,89.889999,90.629997,89.010002,89.599998,64.747108,640900
2008-08-15,90.790001,91.379997,90.190002,90.910004,65.693726,380100
2008-08-18,91.790001,91.830002,90.239998,90.750000,65.578102,421900
2008-08-19,89.500000,90.000000,88.510002,88.919998,64.255722,492800
2008-08-20,88.010002,88.529999,87.320000,88.190002,63.728195,1234300
2008-08-21,87.940002,88.510002,87.230003,88.300003,63.807682,602400
2008-08-22,87.160004,89.089996,87.080002,88.860001,64.212341,613400
2008-08-25,90.220001,90.220001,88.010002,88.180000,63.720959,570000
2008-08-26,88.650002,89.680000,88.650002,89.389999,64.595345,447800
2008-08-27,87.559998,88.309998,87.040001,88.000000,63.590900,619900
2008-08-28,88.400002,88.910004,88.070000,88.699997,64.096733,658700
2008-08-29,89.830002,90.339996,89.040001,89.589996,64.739876,598400
2008-09-02,89.480003,90.889999,88.440002,88.830002,64.190681,793600
2008-09-03,89.599998,90.230003,89.080002,90.040001,65.065048,834700
2008-09-04,89.599998,90.610001,87.839996,87.959999,63.561989,1051300
2008-09-05,88.000000,89.040001,86.980003,88.820000,64.183449,943200
2008-09-08,90.169998,91.129997,89.070000,90.669998,65.520309,703800
2008-09-09,90.900002,91.980003,90.029999,90.080002,65.093948,743800
2008-09-10,91.110001,92.199997,90.529999,91.290001,65.968338,1284600
2008-09-11,89.029999,91.970001,89.029999,91.970001,66.459709,392000
2008-09-12,89.250000,91.320000,88.080002,90.919998,65.700951,1065600
2008-09-15,86.889999,88.000000,86.139999,86.889999,62.788780,1068400
2008-09-16,86.779999,89.000000,85.610001,88.599998,64.024460,855800
2008-09-17,86.709999,86.709999,83.379997,83.900002,60.628128,952900
2008-09-18,86.169998,87.900002,83.949997,86.639999,62.608124,980700
2008-09-19,88.519997,91.419998,88.519997,91.349998,66.011681,679000
2008-09-22,91.510002,91.870003,88.019997,88.519997,63.966675,649000
2008-09-23,89.120003,89.470001,86.750000,87.779999,63.431915,659000
2008-09-24,89.410004,89.739998,87.500000,88.250000,63.771553,657200
2008-09-25,87.889999,91.769997,87.889999,90.480003,66.327591,1083900
2008-09-26,88.050003,90.940002,87.879997,90.760002,66.532852,516900
2008-09-29,86.930000,86.930000,81.760002,83.559998,61.254795,1176600
2008-09-30,84.000000,86.180000,83.949997,85.800003,62.896881,912100
2008-10-01,82.629997,85.190002,82.629997,83.900002,61.504017,721300
2008-10-02,82.500000,82.500000,78.339996,78.709999,57.699425,1078700
2008-10-03,78.389999,80.610001,77.980003,78.099998,57.252258,1773600
2008-10-06,75.250000,75.540001,71.000000,73.379997,53.792210,1382900
2008-10-07,73.000000,73.000000,68.519997,68.540001,50.244175,1437200
2008-10-08,64.050003,68.199997,62.610001,67.250000,49.298519,2805300
2008-10-09,67.360001,70.779999,62.000000,62.400002,45.743164,1866900
2008-10-10,61.740002,62.680000,57.009998,61.250000,44.900139,2139700
2008-10-13,64.989998,70.459999,64.019997,69.519997,50.962582,1665200
2008-10-14,73.190002,74.760002,69.019997,70.750000,51.864243,1396600
2008-10-15,70.750000,70.750000,63.000000,63.709999,46.703476,1654900
2008-10-16,66.760002,67.809998,62.410000,67.180000,49.247208,1808600
2008-10-17,66.349998,69.739998,64.779999,67.099998,49.188560,973400
2008-10-20,70.629997,72.849998,69.190002,72.849998,53.403687,986100
2008-10-21,72.849998,74.680000,70.919998,71.970001,52.758579,1128900
2008-10-22,69.720001,70.940002,66.720001,67.949997,49.811661,1271300
2008-10-23,68.129997,69.500000,65.400002,69.000000,50.581390,1258500
2008-10-24,64.989998,67.830002,64.120003,66.089996,48.448174,850600
